id;cnc_nb;visa_nb;title;movie_type;has_ad;movie_public
18265;2006093526;111715;LA SCIENCE DES REVES;COMEDIE;;TP
18266;2006093528;113623;POLTERGAY;COMEDIE;;TP
18267;2006093534;113518;IL A SUFFI QUE MAMAN S EN AILLE...;COMEDIE DRAMATIQUE;;TP
18268;2006093535;112513;BARAKAT !;DRAME;;TP
18269;2006093537;111106;J INVENTE RIEN;COMEDIE;;TP
18270;2006093539;113414;DANS PARIS;COMEDIE;;TP
18271;2006093542;113923;JE VAIS BIEN, NE T EN FAIS PAS;DRAME;;TP
18272;2006093551;113434;COMMENT J AI FETE LA FIN DU MONDE;DRAME;;TP
18273;2006093554;111373;QUELQUES JOURS EN SEPTEMBRE;COMEDIE DRAMATIQUE;;TP
18274;2006093568;105127;INDIGENES;DRAME;;TP
18275;2006093572;110657;JARDINS EN AUTOMNE;DRAME;;TP
18276;2006093574;110966;PRESIDENT;COMEDIE DRAMATIQUE;;TP
18277;2006093580;109395;L ECOLE POUR TOUS;COMEDIE;;TP
18278;2006093581;113058;QUAND J ETAIS CHANTEUR;COMEDIE DRAMATIQUE;;TP
18279;2006093591;114643;NOW! HADOUK TRIO PARIS JAZZ CLUBS;DOCUMENTAIRE;;TP
18280;2006093594;108307;LE PRINCE;COMEDIE;;TP
18281;2006093595;111184;LIBERATA;COMEDIE DRAMATIQUE;;TP
18282;2006093613;114851;CHEEKY;COMEDIE;;TP
18283;2006093646;108514;AFRICA PARADIS;SCIENCE FICTION;;TP
18284;2006093647;113523;LE PRESSENTIMENT;DRAME;;TP
18285;2006093653;115925;DISTORSION;DRAME;;TP
18286;2006093655;109021;L HOMME DE SA VIE;DRAME;;TP
18287;2006093662;112707;UN CRIME;POLICIER;;TPA
18288;2006093671;112944;L ETOILE DU SOLDAT;GUERRE;;TP
18289;2006093674;112060;LA CONSULTATION;DOCUMENTAIRE;;TP
18290;2006093680;113634;LE GRAND MEAULNES;DRAME;;TP
18291;2006093681;112798;TRANSYLVANIA;COMEDIE DRAMATIQUE;;TP
18292;2006093683;113192;CLEMENCE;DRAME;;TP
18293;2006093687;112131;O JERUSALEM;DRAME;;TP
18294;2006093693;112906;POUR ALLER AU CIEL IL FAUT MOURIR;COMEDIE DRAMATIQUE;;TP
18295;2006093694;100385;L APPEL DES ARENES;COMEDIE DRAMATIQUE;;TP
18296;2006093698;114098;NAPOLEON ET MOI;COMEDIE;;TP
18297;2006093699;113429;JE M APPELLE ELISABETH;COMEDIE DRAMATIQUE;;TP
18298;2006093700;115083;NUE PROPRIETE;COMEDIE DRAMATIQUE;;TP
18299;2006093709;113231;LE GRAND APPARTEMENT;COMEDIE;;TP
18300;2006093722;111392;BAMAKO;DRAME;;TP
18301;2006093729;113940;MICRO CLIMAT;COMEDIE DRAMATIQUE;;TP
18302;2006093733;116172;NUREMBERG, LES NAZIS FACE A LEURS CRIMES;DOCUMENTAIRE;;TP
18303;2006093736;098363;AZUR ET ASMAR;ANIMATION;OUI;TP
18304;2006093739;112482;MEDIEVAL PIE : TERRITOIRES VIERGES;COMEDIE;;TP
18305;2006093750;113827;THE QUEEN;DRAME;;TP
18306;2006093755;081397;C EST BEAU UNE VILLE LA NUIT;DRAME;;TP
18307;2006093760;113057;LA CALIFORNIE;DRAME;;TP
18308;2006093762;110468;KIGALI, DES IMAGES CONTRE UN MASSACRE;DOCUMENTAIRE;;TP
18309;2006093764;113177;NE LE DIS A PERSONNE;POLICIER;;TPA
18310;2006093766;113864;MON COLONEL;DRAME;;TPA
18311;2006093770;111430;ALLEZ YALLAH !;DOCUMENTAIRE;;TP
18312;2006093775;112296;CONGORAMA;COMEDIE DRAMATIQUE;;TP
18313;2006093787;112073;TRANSE;DRAME;;12A
18314;2006093792;093072;ZONE LIBRE;DRAME;;TP
18315;2006093793;112453;LE CONCILE DE PIERRE;AVENTURES;;TP
18316;2006093805;109138;MON MEILLEUR AMI;COMEDIE;;TP
18317;2006093811;114790;DARATT;DRAME;;TP
18318;2006093820;116542;LA FLUTE ENCHANTEE;MUSICAL;;TP
18319;2006093829;102296;WWW, WHAT A WONDERFUL WORLD;COMEDIE DRAMATIQUE;;TP
18320;2006093845;113863;LE DERNIER DES FOUS;DRAME;;TPA
18321;2006093848;113957;COEURS;COMEDIE DRAMATIQUE;;TP
18322;2006093867;111498;MADAME IRMA;COMEDIE;;TP
18323;2006093868;112092;LA FAUTE A FIDEL;COMEDIE DRAMATIQUE;;TP
18324;2006093870;111982;L HOMME QUI REVAIT D UN ENFANT;COMEDIE DRAMATIQUE;;TP
18325;2006093871;109069;LES PETITES VACANCES;COMEDIE;;TP
18326;2006093886;108268;KOMMA;DRAME;;TP
18327;2006093906;106009;TRUANDS;POLICIER;;16
18328;2006093911;111103;ARTHUR ET LES MINIMOYS;ANIMATION;;TP
18329;2006093922;114009;FRAGMENTS SUR LA GRACE;DRAME;;TP
18330;2006093925;109019;LE LIEVRE DE VATANEN;DRAME;;TP
18331;2006093927;111186;SUZANNE;COMEDIE;;TP
18332;2006093933;105436;LA PART ANIMALE;DRAME;;TPA
18333;2006093940;113871;LE HEROS DE LA FAMILLE;COMEDIE DRAMATIQUE;;TP
18334;2006093948;111641;IBERIA;DOCUMENTAIRE;;TP
18335;2006093954;109602;SCORPION;DRAME;;12
18336;2006093957;112976;L ETOILE IMAGINAIRE;DRAME;;TP
18337;2006093958;111453;HORS DE PRIX;COMEDIE;;TP
18338;2006093965;113811;UNE JEUNESSE CHINOISE (SUMMER PALACE);DRAME;;TP
18339;2006093976;109196;L ANNEE SUIVANTE;DRAME;;TP
18340;2006094008;115776;COWBOY ANGELS;DRAME;;TP
18341;2006094014;114682;ODETTE TOULEMONDE;COMEDIE;;TP
18342;2006094015;113816;L ILE AUX TRESORS;COMEDIE;;TP
18343;2006094023;112199;RETOUR EN NORMANDIE;DOCUMENTAIRE;;TP
18344;2006173210;108051;COUAC, LE VILAIN PETIT CANARD;ANIMATION;;TP
18345;2006173839;111645;TERRE PROMISE;DRAME;;TP
18346;2006203052;114409;MUNICH;DRAME;;TPA
18347;2006203304;113651;DA VINCI CODE;AVENTURES;;TP
18348;2006203485;115595;PIRATES DES CARAIBES, LE SECRET DU COFFRE MAUDIT;AVENTURES;;TP
18349;2006203504;115721;SUPERMAN RETURNS;AVENTURES;;TP
18350;2006203899;116781;LES INFILTRES;THRILLER;;TPA
18351;2006273056;114390;BAMBI 2;ANIMATION;;TP
18352;2006273296;115257;BUBBLE;DRAME;;TP
18353;2006273310;115000;HAPPY TREE FRIENDS;ANIMATION;;TPA
18354;2006273458;115751;BLAST OF SILENCE;POLICIER;;TP
18355;2006273498;115304;GARFIELD 2;COMEDIE;;TP
18356;2006273642;115935;MALA NOCHE;COMEDIE DRAMATIQUE;;TP
18357;2006273888;116423;PRIMER;SCIENCE FICTION;;TP
18358;2006283070;114424;FAUX AMIS;POLICIER;;TPA
18359;2006283071;114580;LA VERITABLE HISTOIRE DU PETIT CHAPERON ROUGE;ANIMATION;;TP
18360;2006283113;114679;PAPARAZZI;THRILLER;;TP
18361;2006283125;114596;HELLBENT;HORREUR;;16
18362;2006283128;114565;GIRLS IN AMERICA;DRAME;;12
18363;2006283193;114693;CONVERSATION(S) AVEC UNE FEMME;COMEDIE DRAMATIQUE;;TP
18364;2006283230;114601;THE WILD;ANIMATION;;TP
18365;2006283240;114923;SEXY MOVIE;COMEDIE;;TP
18366;2006283287;115239;UNE FAMILLE 2 EN 1;COMEDIE;;TP
18367;2006283298;115246;MAN PUSH CART;DRAME;;TP
18368;2006283316;115238;ULTRAVIOLET;SCIENCE FICTION;;TP
18369;2006283373;115214;TERREUR SUR LA LIGNE;HORREUR;;12
18370;2006283382;115529;NOS VOISINS LES HOMMES;ANIMATION;;TP
18371;2006283477;115724;BOOGEYMAN, LA PORTE DES SECRETS;FANTASTIQUE;;12
18372;2006283480;115326;LES BERKMAN SE SEPARENT;COMEDIE DRAMATIQUE;;TP
18373;2006283495;115723;STAY ALIVE;HORREUR;;TPA
18374;2006283514;115907;GEORGES, LE PETIT CURIEUX;ANIMATION;;TP
18375;2006283546;116007;LUCAS, FOURMI MALGRE LUI;ANIMATION;;TP
18376;2006283558;115571;JEUX DE GANGS;COMEDIE DRAMATIQUE;;16
18377;2006283588;115911;ESQUISSES DE FRANK GEHRY;DOCUMENTAIRE;;TP
18378;2006283622;115716;FRIENDS WITH MONEY;COMEDIE;;TP
18379;2006283728;115104;GIRLS WILL BE GIRLS;COMEDIE;;TP
18380;2006283732;116478;PULSE;HORREUR;;12
18381;2006283827;116324;LA FERME EN FOLIE;ANIMATION;;TP
18382;2006283878;116651;SOURIS CITY;ANIMATION;;TP
18383;2006283894;116778;SUPERCROSS;COMEDIE DRAMATIQUE;;TP
18384;2006293002;114386;LA RUMEUR COURT...;COMEDIE;;TP
18385;2006293005;114363;LE SECRET DE BROKEBACK MOUNTAIN;DRAME;;TP
18386;2006293032;114129;WALK THE LINE;DRAME;;TP
18387;2006293055;114467;POMPOKO;ANIMATION;;TP
18388;2006293057;114450;PETITES CONFIDENCES (A MA PSY);COMEDIE;;TP
18389;2006293069;114221;REUSSIR OU MOURIR;MUSICAL;;12
18390;2006293072;114225;SAW 2;HORREUR;;16
18391;2006293073;114223;LA PANTHERE ROSE;COMEDIE;;TP
18392;2006293077;114407;LE NOUVEAU MONDE;AVENTURES;;TP
18393;2006293087;114427;BRAQUEURS AMATEURS;COMEDIE;;TP
18394;2006293102;114222;BIG MAMMA 2;COMEDIE;;TP
18395;2006293106;114428;LES PRODUCTEURS;MUSICAL;;TP
18396;2006293108;114469;SYRIANA;AVENTURES;;TPA
18397;2006293111;114480;UN...DEUX...TROIS...DANSEZ;DOCUMENTAIRE;;TP
18398;2006293114;114671;THE BALLAD OF JACK & ROSE;COMEDIE DRAMATIQUE;;TP
18399;2006293115;114477;DOWN IN THE VALLEY;DRAME;;12
18400;2006293116;114457;REEFER MADNESS;MUSICAL;;TP
18401;2006293129;114558;VACANCES SUR ORDONNANCE;COMEDIE DRAMATIQUE;;TP
18402;2006293134;114224;TREIZE A LA DOUZAINE 2;COMEDIE;;TP
18403;2006293139;114859;UNDERWORLD 2;FANTASTIQUE;;12
18404;2006293140;114602;DERAPAGE;THRILLER;;12
18405;2006293143;112968;MEMOIRES D UNE GEISHA;DRAME;;TP
18406;2006293155;114656;TRUMAN CAPOTE;COMEDIE DRAMATIQUE;;TPA
18407;2006293158;114695;PLAYBOY A SAISIR;COMEDIE;;TP
18408;2006293161;114677;L AFFAIRE JOSEY AIMES;DRAME;;TP
18409;2006293172;114653;HOSTEL;HORREUR;;16A
18410;2006293173;114649;LA PEUR AU VENTRE;THRILLER;;12A
18411;2006293182;114440;EDISON;POLICIER;;TPA
18412;2006293186;114439;DESTINATION FINALE 3;FANTASTIQUE;;12A
18413;2006293202;114836;INSIDE MAN;POLICIER;;TP
18414;2006293217;114973;DRAWING RESTRAINT 9;DRAME;;TPA
18415;2006293222;114922;L AGE DE GLACE II;ANIMATION;;TP
18416;2006293224;114406;16 BLOCKS;POLICIER;;TP
18417;2006293225;114890;FIREWALL;AVENTURES;;TP
18418;2006293231;114429;RENT;MUSICAL;;TP
18419;2006293242;115141;WASSUP ROCKERS;AVENTURES;;TP
18420;2006293243;115078;HORRIBILIS;HORREUR;;12
18421;2006293269;115159;ANTARTICA, PRISONNIERS DU FROID;AVENTURES;;TP
18422;2006293273;115132;MORTUARY;HORREUR;;12
18423;2006293284;115207;MISSION : IMPOSSIBLE 3;AVENTURES;;TP
18424;2006293299;115337;TRANSAMERICA;DRAME;;TPA
18425;2006293318;115267;DANCE WITH ME;MUSICAL;;TP
18426;2006293338;115263;MARIE ANTOINETTE;COMEDIE DRAMATIQUE;;TP
18427;2006293349;115305;X MEN L AFFRONTEMENT FINAL;FANTASTIQUE;;TP
18428;2006293352;115496;RAYMOND;COMEDIE;;TP
18429;2006293366;115485;AMERICAN DREAMZ;COMEDIE;;TP
18430;2006293387;115525;REEKER;HORREUR;;12
18431;2006293389;115302;LA MALEDICTION;FANTASTIQUE;;12
18432;2006293392;115593;CARS QUATRE ROUES;ANIMATION;;TP
18433;2006293394;115303;AQUAMARINE;COMEDIE DRAMATIQUE;;TP
18434;2006293399;115331;LA COLLINE A DES YEUX;HORREUR;;16
18435;2006293401;115589;LES DEUX ORPHELINES;DRAME;;TP
18436;2006293402;115317;SLEVIN;THRILLER;;TPA
18437;2006293416;115517;POSEIDON;AVENTURES;;TP
18438;2006293422;115609;LA RUPTURE;COMEDIE;;TP
18439;2006293424;115667;SCARY MOVIE 4;COMEDIE;;TP
18440;2006293445;115829;THE RINGER;COMEDIE;;TP
18441;2006293447;115123;FOG;HORREUR;;TPA
18442;2006293450;115586;TRISTAN & ISOLDE;DRAME;;TP
18443;2006293451;115564;LITTLE MANHATTAN;COMEDIE;;TP
18444;2006293457;115634;THE SENTINEL;POLICIER;;TP
18445;2006293466;115760;ECHO PARK, L.A.;COMEDIE DRAMATIQUE;;TP
18446;2006293468;115584;THE DEVIL S REJECTS;HORREUR;;16
18447;2006293476;115745;FAST AND FURIOUS TOKYO DRIFT;AVENTURES;;TP
18448;2006293479;115608;SUPER NACHO;COMEDIE;;TP
18449;2006293488;115850;TWO FOR THE MONEY;COMEDIE DRAMATIQUE;;TP
18450;2006293494;115671;VOL 93;DRAME;;TP
18451;2006293507;115714;CAMPING CAR;COMEDIE;;TP
18452;2006293510;115842;ENTRE DEUX RIVES;COMEDIE DRAMATIQUE;;TP
18453;2006293515;115237;MONSTER HOUSE;ANIMATION;;TP
18454;2006293527;115647;IN THE MIX;THRILLER;;TP
18455;2006293550;115838;DES SERPENTS DANS L AVION;THRILLER;;TP
18456;2006293555;115830;LITTLE MISS SUNSHINE;COMEDIE;;TP
18457;2006293556;115961;MIAMI VICE;POLICIER;;TP
18458;2006293559;115715;LITTLE MAN;COMEDIE;;TP
18459;2006293560;115999;BLOCK PARTY;MUSICAL;;TP
18460;2006293569;115840;AGE DIFFICILE OBSCUR;COMEDIE DRAMATIQUE;;TP
18461;2006293583;115640;MA SUPER EX;COMEDIE;;TP
18462;2006293604;116078;LA JEUNE FILLE DE L EAU;THRILLER;;TP
18463;2006293609;115306;BRICK;THRILLER;;TPA
18464;2006293614;115318;DEMANDE A LA POUSSIERE;DRAME;;TP
18465;2006293619;116132;JUGEZ-MOI COUPABLE;COMEDIE DRAMATIQUE;;TP
18466;2006293621;116232;A SCANNER DARKLY;ANIMATION;;TP
18467;2006293628;115673;WORLD TRADE CENTER;DRAME;;TP
18468;2006293631;116105;LE DIABLE S HABILLE EN PRADA;COMEDIE;;TP
18469;2006293632;116290;THANK YOU FOR SMOKING;COMEDIE;;TP
18470;2006293637;116263;TWELVE AND HOLDING;DRAME;;TP
18471;2006293638;116129;SHE S THE MAN;COMEDIE;;TP
18472;2006293645;116230;BORAT;COMEDIE;;TP
18473;2006293651;115962;UNE VERITE QUI DERANGE;DOCUMENTAIRE;;TP
18474;2006293652;116149;NEIL YOUNG : HEART OF GOLD;DOCUMENTAIRE;;TP
18475;2006293661;115686;HARD CANDY;DRAME;;16
18476;2006293663;116261;FOREVER MINE;THRILLER;;TP
18477;2006293667;115735;CLICK;COMEDIE;;TP
18478;2006293670;116106;PHAT GIRL;COMEDIE;;TP
18479;2006293675;115933;ADIEU CUBA;DRAME;;TP
18480;2006293682;116128;LOVE SONG;COMEDIE DRAMATIQUE;;TP
18481;2006293690;115588;LUCKY GIRL;COMEDIE;;TP
18482;2006293691;116408;SEXY DANCE;MUSICAL;;TP
18483;2006293697;116153;LES REBELLES DE LA FORET;ANIMATION;;TP
18484;2006293703;116406;FAMILY PORTRAITS;DRAME;;16
18485;2006293710;116325;JOHN TUCKER DOIT MOURIR;COMEDIE;;TP
18486;2006293719;116323;LAST KISS;COMEDIE DRAMATIQUE;;TP
18487;2006293735;116107;TRUST THE MAN;COMEDIE;;TP
18488;2006293738;116281;FLICKA;COMEDIE DRAMATIQUE;;TP
18489;2006293740;116055;TOI ET MOI... ET DUPREE;COMEDIE;;TP
18490;2006293749;115910;LES FOUS DU ROI;DRAME;;TP
18491;2006293754;116420;THE LAST SHOW;COMEDIE DRAMATIQUE;;TP
18492;2006293759;115494;LE DAHLIA NOIR;POLICIER;;12
18493;2006293765;116307;MEMOIRES DE NOS PERES;DRAME;;TPA
18494;2006293786;116296;SHORTBUS;COMEDIE DRAMATIQUE;;16A
18495;2006293790;116151;STICK IT;COMEDIE DRAMATIQUE;;TP
18496;2006293794;115524;BAD TIMES;DRAME;;12
18497;2006293806;116057;SHOPGIRL;COMEDIE;;TP
18498;2006293807;116378;LE PACTE DU SANG;FANTASTIQUE;;TP
18499;2006293817;116556;BABEL;DRAME;;TP
18500;2006293821;116568;LE PRESTIGE;AVENTURES;;TP
18501;2006293833;116503;UNE GRANDE ANNEE;COMEDIE DRAMATIQUE;;TP
18502;2006293840;116511;SAW 3;HORREUR;;18
18503;2006293846;116570;FAST FOOD NATION;COMEDIE;;TP
18504;2006293851;116551;LA NATIVITE;DRAME;;TP
18505;2006293859;116567;COAST GUARDS;AVENTURES;;TP
18506;2006293897;116585;VOISIN CONTRE VOISIN;COMEDIE;;TP
18507;2006293905;116748;HAPPY FEET;ANIMATION;;TP
18508;2006293920;116743;DEJA VU;POLICIER;;TP
18509;2006293924;116544;HISTORY BOYS;COMEDIE DRAMATIQUE;;TP
18510;2006293929;116371;LES OUBLIEES DE JUAREZ;THRILLER;;TPA
18511;2006293960;116424;ERAGON;AVENTURES;;TP
18512;2006293971;116795;THE HOLIDAY;COMEDIE;;TP
18513;2006293981;116788;L INCROYABLE DESTIN DE HAROLD CRICK;COMEDIE;;TP
18514;2006293997;116912;IDLEWILD;MUSICAL;;TP
18515;2006294009;116780;APOCALYPTO;HISTOIRE;;12
18516;2006294024;114627;GRUDGE 2;THRILLER;;12A
18517;2006294027;116833;THE FOUNTAIN;SCIENCE FICTION;;TP
18518;2006383190;114903;SEPARATE LIES;DRAME;;TP
18519;2006393006;114454;CHAOS;AVENTURES;;TP
18520;2006393022;113274;THE GREAT ECSTASY OF ROBERT CARMICHAEL;DRAME;;16A
18521;2006393023;114347;DONJONS ET DRAGONS II;FANTASTIQUE;;TP
18522;2006393027;114279;ROCHESTER LE DERNIER DES LIBERTINS;COMEDIE DRAMATIQUE;;TPA
18523;2006393031;114077;UNE BELLE JOURNEE;COMEDIE DRAMATIQUE;;TP
18524;2006393061;114024;NANNY MC PHEE;COMEDIE;;TP
18525;2006393064;114247;UN JOUR EN SEPTEMBRE;DOCUMENTAIRE;;TP
18526;2006393079;114509;LES DAMES DE CORNOUAILLES;COMEDIE DRAMATIQUE;;TP
18527;2006393120;114498;BREAKFAST ON PLUTO;COMEDIE DRAMATIQUE;;TP
18528;2006393127;113803;SHOOTING DOGS;DRAME;;TPA
18529;2006393185;114763;BASIC INSTINCT 2;THRILLER;;12
18530;2006393226;112620;CHROMOPHOBIA;DRAME;;TP
18531;2006393266;115195;SECRETS DE FAMILLE;COMEDIE;;TP
18532;2006393272;115164;V POUR VENDETTA;FANTASTIQUE;;TPA
18533;2006393342;114294;HOOLIGANS;DRAME;;16
18534;2006393388;115516;ISOLATION;HORREUR;;12
18535;2006393393;115504;THE ROAD TO GUANTANAMO;DRAME;;TP
18536;2006393406;114351;SISTERS IN LAW;DOCUMENTAIRE;;TP
18537;2006393453;115651;TOURNAGE DANS UN JARDIN ANGLAIS;COMEDIE;;TP
18538;2006393466;115725;TIDELAND;FANTASTIQUE;;12
18539;2006393610;115794;LE VENT SE LEVE;DRAME;;TPA
18540;2006393676;115566;HALF LIGHT;THRILLER;;TPA
18541;2006393694;116282;CONFETTI;COMEDIE;;TP
18542;2006393712;116295;SEVERANCE;HORREUR;;12A
18543;2006393716;114976;ALEX RIDER STORMBREAKER;AVENTURES;;TP
18544;2006393758;116385;LES FILS DE L HOMME;AVENTURES;;TPA
18545;2006393771;116411;SCOOP;COMEDIE;;TP
18546;2006393825;116566;IMAGINE ME & YOU;COMEDIE DRAMATIQUE;;TP
18547;2006393843;115736;CASINO ROYALE;AVENTURES;;TPA
18548;2006393855;116454;RED ROAD;DRAME;;TPA
18549;2006394007;115976;CASHBACK;COMEDIE DRAMATIQUE;;TP
18550;2006403181;114801;HEIMAT 3;DRAME;;TP
18551;2006403900;116684;LE GRAND SILENCE;DOCUMENTAIRE;;TP
18552;2006483109;114612;PLUME ET L ILE MYSTERIEUSE;ANIMATION;;TP
18553;2006493163;114668;LE CHIEN JAUNE DE MONGOLIE;COMEDIE DRAMATIQUE;OUI;TP
18554;2006493239;115189;SOPHIE SCHOLL-LES DERNIERS JOURS;DRAME;;TP
18555;2006493306;115140;L IMPOSTEUR;DRAME;;12
18556;2006493464;115646;LUCY;COMEDIE DRAMATIQUE;;TP
18557;2006493493;115835;UN ETE A BERLIN;COMEDIE DRAMATIQUE;;TP
18558;2006493529;115628;ANTIBODIES;THRILLER;;12A
18559;2006493611;115968;LES PARTICULES ELEMENTAIRES;COMEDIE DRAMATIQUE;;TPA
18560;2006493636;116168;KEBAB CONNECTION;COMEDIE;;TP
18561;2006493959;116723;PINGPONG;COMEDIE DRAMATIQUE;;TP
18562;2006573339;115154;UN SILENCE PARTICULIER;DOCUMENTAIRE;;TP
18563;2006583397;115244;PAS DE PROBLEMES;DRAME;;TP
18564;2006593481;115818;LECONS D AMOUR A L ITALIENNE;COMEDIE;;TP
18565;2006593506;115806;ARRIVEDERCI AMORE CIAO;THRILLER;;12
18566;2006593660;116267;MELISSA P.;COMEDIE DRAMATIQUE;;12
18567;2006593780;116457;LIBERO;COMEDIE DRAMATIQUE;;TP
18568;2006593860;115624;QUELQU UN DE BIEN;COMEDIE;;TP
18569;2006683053;114214;L ICEBERG;COMEDIE;;TP
18570;2006683822;116509;EL PERRO NEGRO;DOCUMENTAIRE;;TP
18571;2006693021;114330;GUERNESEY;COMEDIE DRAMATIQUE;;TP
18572;2006693372;115383;LA MANTE;DRAME;;TPA
18573;2006693705;116398;BYE BYE BLACKBIRD;COMEDIE DRAMATIQUE;;TP
18574;2006693776;115591;LE CHEVAL DE SAINT NICOLAS;COMEDIE DRAMATIQUE;;TP
18575;2006693838;116382;BLACK BOOK;AVENTURES;;TPA
18576;2006770529;123800;LES DOUZE CHAISES AU CINEMA ODYSSEE DE STRASBOURG;MUSICAL;;
18577;2006770550;;RIKI TIKI TAWI LA MANGOUSTE;ANIMATION;;
18578;2006780549;;DEVANT LA PORTE CLOSE;DRAME;;
18579;2006793828;116547;L ITALIEN;DRAME;;TP
18580;2006883046;114525;COCA, LA COLOMBE DE TCHETCHENIE;DOCUMENTAIRE;;TP
18581;2006893350;114921;LA NEBULEUSE DU COEUR;DOCUMENTAIRE;;TP
18582;2006903007;114456;LA MORT DE DANTE LAZARESCU;DRAME;;TP
18583;2006903425;114912;VEER-ZAARA;DRAME;;TP
18584;2006903577;114913;DILWALE DULHANIA LE JAYENGE;COMEDIE;;TP
18585;2006903579;114915;MOHABBATEIN;DRAME;;TP
18586;2006903593;115960;SHAKTI;DRAME;;TP
18587;2006903607;115891;L IMMEUBLE YACOUBIAN;DRAME;;TP
18588;2006970497;;SAMIR;DRAME;;
18589;2006970499;;HAYAT;COMEDIE DRAMATIQUE;;
18590;2006970500;;ALIMENTATION GENERALE;DOCUMENTAIRE;;
18591;2006970501;;LE PETIT CLAUS ET LE GRAND CLAUS;DRAME;;
18592;2006970540;;EUROMED : UN AUTRE REGARD AU CINEMA ODYSSEE A STRASBOURG;BIOGRAPHIE;;
18593;2006970544;;YAZI TURA AU CINEMA ODYSSEE A STRABOURG;DRAME;;
18594;2006973058;114252;TONY TAKITANI;COMEDIE DRAMATIQUE;;TP
18595;2006973523;115781;LA VIE SECRETE DE MADAME YOSHINO;DRAME;;16
18596;2006973617;115649;L EPEE BIJOMARU;DRAME;;TP
18597;2006973801;114786;LES TROIS MOUSQUETAIRES;ANIMATION;;TP
18598;2006983044;114198;LA NOUVELLE LEGENDE DU GRAND JUDO;AVENTURES;;TP
18599;2006983062;114486;KEKEXILI, LA PATROUILLE SAUVAGE;AVENTURES;;TPA
18600;2006983121;114494;CONVERSACIONES CON MAMA;COMEDIE DRAMATIQUE;;TP
18601;2006983234;114981;PAVEE LACKEEN, LA FILLE DU VOYAGE;DOCUMENTAIRE;;TP
18602;2006983417;115590;BASHING;DRAME;;TP
18603;2006983475;115659;MIDNIGHT MOVIES: FROM THE MARGIN TO THE MAINSTREAM;DOCUMENTAIRE;;TP
18604;2006983478;115478;ESPRIT D EQUIPE;COMEDIE DRAMATIQUE;;TPA
18605;2006983499;115650;CHOEUR DE TOKYO;COMEDIE DRAMATIQUE;;TP
18606;2006983501;115890;LE SECRET DE KELLY ANNE;COMEDIE DRAMATIQUE;;TP
18607;2006983616;115648;FLAMME DE MON AMOUR;DRAME;;TP
18608;2006983676;116010;PRINCESSE;ANIMATION;;12
18609;2006983889;116742;12H08 A L EST DE BUCAREST;COMEDIE DRAMATIQUE;;TP
18610;2006993025;114270;BROTHERS;DRAME;;TPA
18611;2006993030;114392;LES AFFAIRES ORGANISEES;COMEDIE DRAMATIQUE;;TP
18612;2006993038;114339;THE SADDEST MUSIC IN THE WORLD;COMEDIE;;TP
18613;2006993054;114231;GALLIPOLI;DOCUMENTAIRE;;TP
18614;2006993065;114581;BIENVENUE EN AFRIQUE;COMEDIE;;TP
18615;2006993081;114597;L HONNEUR DU DRAGON-TOM YUM GOONG;AVENTURES;;TP
18616;2006993112;114630;THE SECRET LIFE OF WORDS;COMEDIE DRAMATIQUE;;TP
18617;2006993126;114348;UN ANO SIN AMOR;DRAME;;16
18618;2006993171;114798;BURT MUNRO;AVENTURES;;TP
18619;2006993183;115021;LA VALLEE DES LOUPS IRAK;AVENTURES;;16
18620;2006993184;115012;SHANGHAI DREAMS;DRAME;;TP
18621;2006993194;114871;QUI A ASSASSINE LES OMBRES ? HACIVAT ET KARAGOZ;COMEDIE DRAMATIQUE;;TP
18622;2006993228;115010;CARMEN;DRAME;;TP
18623;2006993241;114667;ETRE SANS DESTIN;DRAME;;TP
18624;2006993244;115079;CINEMA, ASPIRINE ET VAUTOURS;COMEDIE DRAMATIQUE;;TP
18625;2006993250;115019;OXHIDE;DRAME;;TP
18626;2006993253;114938;LE FATALISTE;COMEDIE DRAMATIQUE;;TP
18627;2006993259;114196;DISTRICT;ANIMATION;;TPA
18628;2006993279;114638;VOLVER;COMEDIE DRAMATIQUE;;TP
18629;2006993285;115264;EL LOBO;THRILLER;;TPA
18630;2006993286;115233;MARATHON;DRAME;;TP
18631;2006993290;115133;DUELIST;AVENTURES;;TP
18632;2006993292;113801;LE SAMOURAI DU CREPUSCULE;COMEDIE DRAMATIQUE;;TP
18633;2006993293;115335;MON PERE ET MON FILS;COMEDIE DRAMATIQUE;;TP
18634;2006993295;115225;MANSLAUGHTER;DRAME;;TP
18635;2006993307;114257;LA VERITE NUE;COMEDIE DRAMATIQUE;;12
18636;2006993312;115259;VAGUES INVISIBLES;DRAME;;TP
18637;2006993313;115196;UNO;DRAME;;12A
18638;2006993324;113799;A BITTERSWEET LIFE;THRILLER;;12A
18639;2006993332;115329;OEIL DES ZAPATISTES;DOCUMENTAIRE;;TP
18640;2006993333;115011;APRIL SNOW;COMEDIE DRAMATIQUE;;TP
18641;2006993335;115134;LE PRINCIPE D ARCHIMEDE;DRAME;;TP
18642;2006993340;114299;C.R.A.Z.Y.;COMEDIE DRAMATIQUE;;TP
18643;2006993354;115316;KAMIKAZE GIRLS;COMEDIE;;TP
18644;2006993374;114956;WU JI, LA LEGENDE DES CAVALIERS DU VENT;AVENTURES;;TP
18645;2006993375;114942;SOMETHING LIKE HAPPINESS;COMEDIE DRAMATIQUE;;TP
