con_id;titre;description;texte;directeur;producteur;csting;date_production;compagny_production;scenariste;langue_de_production;palmares;pays_de_produciton;content_url;date_debut_droits;date_fin_droits;image
2205091;Les sandales blanches;"<p>Au d&eacute;but des ann&eacute;es 60, dans le bidonville alg&eacute;rien de Nanterre. Malika a 5 ans. Sa m&egrave;re vient de lui acheter une paire de sandales neuves. Des sandales si blanches que la fillette ne les quitte pas des yeux et ne voit pas le camion qui recule. Ce terrible accident marque le d&eacute;but d'ann&eacute;es d'h&ocirc;pital, d'op&eacute;rations &agrave; r&eacute;p&eacute;tition, de souffrance et de lutte. Des ann&eacute;es loin des siens durant lesquels la petite musulmane, confi&eacute;e aux bons soins de religieuses et d'infirmi&egrave;res catholiques, va, &agrave; la messe, d&eacute;couvrir la musique et le chant. D&egrave;s lors, affrontant le racisme d'une soci&eacute;t&eacute; fran&ccedil;aise qui peine &agrave; se remettre de la guerre d'Alg&eacute;rie mais, butant aussi contre les pr&eacute;jug&eacute;s tenaces de sa propre communaut&eacute;, Malika va suivre son r&ecirc;ve et d&eacute;placer des montagnes pour devenir celle que toutes et tous appelleront un jour ""la Diva des quartiers""...</p>";"<p>Au d&eacute;but des ann&eacute;es 60, dans le bidonville alg&eacute;rien de Nanterre. Malika a 5 ans. Sa m&egrave;re vient de lui acheter une paire de sandales neuves. Des sandales si blanches que la fillette ne les quitte pas des yeux et ne voit pas le camion qui recule. Ce terrible accident marque le d&eacute;but d'ann&eacute;es d'h&ocirc;pital, d'op&eacute;rations &agrave; r&eacute;p&eacute;tition, de souffrance et de lutte. Des ann&eacute;es loin des siens durant lesquels la petite musulmane, confi&eacute;e aux bons soins de religieuses et d'infirmi&egrave;res catholiques, va, &agrave; la messe, d&eacute;couvrir la musique et le chant. D&egrave;s lors, affrontant le racisme d'une soci&eacute;t&eacute; fran&ccedil;aise qui peine &agrave; se remettre de la guerre d'Alg&eacute;rie mais, butant aussi contre les pr&eacute;jug&eacute;s tenaces de sa propre communaut&eacute;, Malika va suivre son r&ecirc;ve et d&eacute;placer des montagnes pour devenir celle que toutes et tous appelleront un jour ""la Diva des quartiers""...</p>";Christian Faure;NULL;Amel Bent, Naidra Ayadi, Mhamed Arezki, Stéphanie Rideau, Laurence Joseph, Anaļs Taggues, Théo Frilet, Saabo Balde;2021;Eloa Production;Mikaėl Ollivier, Christian Faure;Franēais;;France;https://www.france.tv/series-et-fictions/2205091-les-sandales-blanches.html;2025-01-14 06:00:00;2025-03-31 23:59:00;https://medias.france.tv/rEH60Na4C7pEvVyztcmmputvicY/1800x0/filters:quality(85):format(webp)/q/5/q/phpzj9q5q.png
2016971;T'en fais pas, j'suis lą;<p>Jonathan Rivičre, un avocat trčs réputé, est aussi un pčre absent. Son fils Gabriel, āgé de 12 ans, ne l'intéresse pas. Dčs la naissance il s'est réparti les tāches avec Sophie, la maman, afin qu'elle s'occupe de leur fils et que lui s'occupe du cōté matériel pour que ce dernier ne manque de rien. Mais Gabriel souffre d'un trouble comportemental et son retard évident est diagnostiqué: Gabriel est autiste. Alors que Sophie doit renoncer ą sa carričre pour s'occuper de son fils, Jonathan lui poursuit ses activités. Mais lorsque cette derničre est victime d'une rupture d'anévrisme, Jonathan est contraint de s'occuper de son fils;<p>Jonathan Rivičre, un avocat trčs réputé, est aussi un pčre absent. Son fils Gabriel, āgé de 12 ans, ne l'intéresse pas. Dčs la naissance il s'est réparti les tāches avec Sophie, la maman, afin qu'elle s'occupe de leur fils et que lui s'occupe du cōté matériel pour que ce dernier ne manque de rien. Mais Gabriel souffre d'un trouble comportemental et son retard évident est diagnostiqué: Gabriel est autiste. Alors que Sophie doit renoncer ą sa carričre pour s'occuper de son fils, Jonathan lui poursuit ses activités. Mais lorsque cette derničre est victime d'une rupture d'anévrisme, Jonathan est contraint de s'occuper de son fils;Pierre Isoard;NULL;Samuel Le Bihan, Lizzie Brocheré, Roman Villedieu, Sharif Andoura;2020;AT Productions (At- Prod) / M.F.P. / Dalva Productions / France Télévisions / AT Production / Radio-télévision belge de la Communauté franēaise (RTBF) / TV5 Monde / Radio Télévision Suisse (RTS) / AT-Production;Julien Guerif, Pierre Isoard;Franēais;;France;https://www.france.tv/series-et-fictions/films-tv/2016971-t-en-fais-pas-j-suis-la.html;2025-01-21 06:00:00;2025-02-28 23:59:00;https://medias.france.tv/DG8yUIxJtMcizPKnIklsCCByqrQ/1800x0/filters:quality(85):format(webp)/c/x/g/phpqfygxc.jpg
6887464;Une rencontre;Elsa écrivain, et Pierre, avocat, se croisent lors de la soirée de clōture d;Elsa écrivain, et Pierre, avocat, se croisent lors de la soirée de clōture d;Lisa Azuelos;Lisa Azuelos;Sophie Marceau, Franēois Cluzet, Lisa Azuelos;2014;NULL;;;;;https://www.france.tv/films/6887464-une-rencontre.html;2025-01-23 06:00:00;2025-04-22 23:59:00;https://medias.france.tv/vfnvLweKJysBYQu49mejkR987oQ/1800x0/filters:quality(85):format(webp)/d/b/d/c4ec76c5b8bf48fd9af761ad66dc6ded9d3d94a1f51b2957a864581a76d10dbd.jpg
2479203;La vie est belle;Academy Awards of Merit : Meilleur Film étranger (Oscars). A la veille de la Seconde Guerre mondiale, Guido se rend ą Arrezzo, en Italie, pour y trouver du travail. En chemin, il rencontre Dora, dont il tombe immédiatement amoureux. A force d'attentions, il conquiert le coeur de la belle institutrice, qui s'enfuit avec lui le jour de ses noces, prévues avec un fonctionnaire prétentieux. Quelques années plus tard, Guido, qui est juif, est arrźté avec Giosué, son jeune fils, et déporté. Dora, se sacrifiant, monte dans le train qui les emmčne. Dans le camp de concentration, Guido invente toutes sortes de stratagčmes pour faire croire ą Giosué que tout cela n'est qu'un jeu, ą la fin duquel il pourra gagner un char grandeur nature...;Academy Awards of Merit : Meilleur Film étranger (Oscars). A la veille de la Seconde Guerre mondiale, Guido se rend ą Arrezzo, en Italie, pour y trouver du travail. En chemin, il rencontre Dora, dont il tombe immédiatement amoureux. A force d'attentions, il conquiert le coeur de la belle institutrice, qui s'enfuit avec lui le jour de ses noces, prévues avec un fonctionnaire prétentieux. Quelques années plus tard, Guido, qui est juif, est arrźté avec Giosué, son jeune fils, et déporté. Dora, se sacrifiant, monte dans le train qui les emmčne. Dans le camp de concentration, Guido invente toutes sortes de stratagčmes pour faire croire ą Giosué que tout cela n'est qu'un jeu, ą la fin duquel il pourra gagner un char grandeur nature...;Roberto Benigni;NULL;Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Sergio Bini Bustric, Marisa Paredes, Horst Buchholz, Lidia Alfonsi;1997;Cecchi Gori Group Tiger Cinematografica / Melampo Cinematografica;Roberto Benigni, Vincenzo Cerami;Italien;Oscars 1999 - Academy Awards of Merit : Meilleur Acteur : Roberto Remigio Benigni, Academy Awards of Merit : Meilleure musique de film : Nicola Piovani, Academy Awards of Merit : Meilleur Film étranger :. BAFTA (British Academy Television Awards) 1999 - BAFTA Film Award : Best Performance by an Actor in a Leading Rol : Roberto Remigio Benigni. César 1999. Lumičres Award 1999. French Syndicate of Cinema Critics Awards 1999 - Critics Award : Best Foreign Film : Roberto Remigio Benigni. German Film Award 1999. Festival International du Film de Cannes 1998 - Grand Prize of the Jury : Roberto Remigio Benigni. Toronto International Film Festival 1998. David di Donatello Awards 1998 - David : Best Actor (Migliore Attore Protagonista) : Roberto Remigio Benigni. Warsaw International Film Festival 1998. Montréal World Film Festival 1998. Goya Awards 2000;Italie;https://www.france.tv/films/films-drame/2479203-la-vie-est-belle.html;2025-01-30 06:00:00;2025-02-28 22:56:27;https://medias.france.tv/ZHftbtGPUY2mUgAEFLIh9Nv8YCo/1800x0/filters:quality(85):format(webp)/p/j/s/phpi2esjp.jpg
6789379;Licorice Pizza;Alana et Gary se rencontrent par hasard le jour de la photo de classe de l'adolescent ą son lycée. Alana, elle, n'est plus lycéenne, et tente de trouver sa place en travaillant en tant qu'assistante du photographe chargé du cliché. Sous le charme, Gary n'hésite pas ą tenter d'impressionner cette derničre, mettant notamment en avant sa carričre naissante d'acteur. D'abord réticente, Alana finit par se laisser convaincre par ce séduisant beau-parleur ą l'air si innocent. Elle le rejoint ą New York, oł Gary participe ą une émission de télévision. Les événements prennent vite une tournure inattendue pour l'histoire d'amour naissante...;Alana et Gary se rencontrent par hasard le jour de la photo de classe de l'adolescent ą son lycée. Alana, elle, n'est plus lycéenne, et tente de trouver sa place en travaillant en tant qu'assistante du photographe chargé du cliché. Sous le charme, Gary n'hésite pas ą tenter d'impressionner cette derničre, mettant notamment en avant sa carričre naissante d'acteur. D'abord réticente, Alana finit par se laisser convaincre par ce séduisant beau-parleur ą l'air si innocent. Elle le rejoint ą New York, oł Gary participe ą une émission de télévision. Les événements prennent vite une tournure inattendue pour l'histoire d'amour naissante...;Paul Thomas Anderson;NULL;Alana Haim, Cooper Hoffman, Bradley Cooper, Sean Penn, Benny Safdie, Tom Waits, Skyler Gisondo, Mary Elizabeth Ellis;2021;Metro-Goldwyn-Mayer (MGM) / BRON Studios / Focus Features / Ghoulardi Film Company / Bron Creative;Paul Thomas Anderson;Anglais;BAFTA (British Academy Television Awards) 2022 - BAFTA Film Award : Best Screenplay (Original) : Paul Thomas Anderson. French Syndicate of Cinema Critics Awards 2023 - Critics Award : Best Foreign Film : Paul Thomas Anderson;États-Unis d'Amérique, Canada;https://www.france.tv/films/films-drame/6789379-licorice-pizza.html;2025-01-04 23:07:58;2025-05-06 00:07:58;https://medias.france.tv/qM52SUP5c-pVF-OfWacUbsLAOyo/1800x0/filters:quality(85):format(webp)/m/d/h/phpoe5hdm.jpg
6926449;Des lendemains qui chantent;<p><p>Olivier et Léon, deux frčres qui sont montés ą Paris et que la vie a éloigné... Si le premier se voit comme un journaliste sans concessions, le second est un communicant ambitieux et opportuniste. Noémie, une charmante conseillčre présidentielle, n;<p>Olivier et Léon, deux frčres qui sont montés ą Paris et que la vie a éloigné... Si le premier se voit comme un journaliste sans concessions, le second est un communicant ambitieux et opportuniste. Noémie, une charmante conseillčre présidentielle, n;Nicolas Castro;Nicolas Castro;Pio Marmaļ, Laetitia Casta, Ramzy Bedia;2013;NULL;;;;;https://www.france.tv/films/6926449-des-lendemains-qui-chantent.html;2025-02-18 06:00:00;2025-05-20 23:59:59;https://medias.france.tv/eP5A_ul4zyHuaUkyfC18vVJb1HI/1800x0/filters:quality(85):format(webp)/9/f/c/aa35e12e86144725a202f434121d717fa5cdc7f7006153f8a2adb8f62df94cf9.jpg
1389215;Ni juge, ni soumise;Il y a plus de vingt ans, deux prostituées sont sauvagement assassinées dans les beaux quartiers du centre de Bruxelles. La juge Anne Gruwez reprend l'investigation en en faisant une affaire personnelle. Elle se demande oł se trouvent les sacs de préservatifs retrouvés jadis dans les poubelles des deux victimes et ce que sont devenus les quatre suspects de l'époque. Elle espčre que les nouvelles méthodes d'enquźte et les progrčs de la criminologie permettront de dissiper certaines zones d'ombre. Il lui faut également percer le mystčre du préservatif aux six ADN différents...;Il y a plus de vingt ans, deux prostituées sont sauvagement assassinées dans les beaux quartiers du centre de Bruxelles. La juge Anne Gruwez reprend l'investigation en en faisant une affaire personnelle. Elle se demande oł se trouvent les sacs de préservatifs retrouvés jadis dans les poubelles des deux victimes et ce que sont devenus les quatre suspects de l'époque. Elle espčre que les nouvelles méthodes d'enquźte et les progrčs de la criminologie permettront de dissiper certaines zones d'ombre. Il lui faut également percer le mystčre du préservatif aux six ADN différents...;Jean Libon, Yves Hinant;NULL;Anne Gruwez, David Derumier, Serge Graide, Marc Slavic, Eddy Wilmet;2017;Tax Shelter du Gouvernement Fédéral Belge / Canal+ / France Télévisions / Cofinova 11 / Taxshelter. be / Artémis Productions / France 3 Cinéma / Radio-télévision belge de la Communauté franēaise (RTBF) / VOO / BE TV / Shelter Prod / Le Bureau;Yves Hinant, Jean Libon;Franēais;César 2019. San Sebastiįn International Film Festival 2017;Belgique, France;https://www.france.tv/films/1389215-ni-juge-ni-soumise.html;2025-01-16 22:49:18;2025-04-30 23:49:18;https://medias.france.tv/2WDScmRHndt_agfoCG8jLhD2DSo/1800x0/filters:quality(85):format(webp)/6/c/w/phpfpxwc6.jpg
6817153;Rencontres du troisičme type;Une commission scientifique internationale, dirigée par Claude Lacombe, un franēais, tente de percer le mystčre au sujet d'étranges phénomčnes se produisant sur terre tels que la découverte au Mexique d'avions disparus depuis la deuxičme guerre mondiale. Ils découvrent que les extra-terrestres vont bientōt arriver sur terre.;Une commission scientifique internationale, dirigée par Claude Lacombe, un franēais, tente de percer le mystčre au sujet d'étranges phénomčnes se produisant sur terre tels que la découverte au Mexique d'avions disparus depuis la deuxičme guerre mondiale. Ils découvrent que les extra-terrestres vont bientōt arriver sur terre.;Steven Spielberg;Steven Spielberg;Richard Dreyfuss, Franēois Truffaut, Teri Garr;1977;Julia Phillips and Michael Phillips Productions / EMI Films;Steven Spielberg, Jerry Belson;Anglais;David di Donatello Awards 1978. Academy of Science Fiction, Fantasy & Horror Films, USA 1978;États-Unis d'Amérique, Royaume-Uni de Grande-Bretagne et d'Irlande du Nord;https://www.france.tv/films/6817153-rencontres-du-troisieme-type.html;2025-01-06 06:00:00;2025-03-31 23:59:00;https://medias.france.tv/ST5OnI7Bbb_auJZndQbKef3zqeo/1800x0/filters:quality(85):format(webp)/3/3/2/d6e1a5f28f964183b09c82742c8556a141abff2b5e7244289168f08ef75a0233.jpg
1484495;Le Brio;Neļla Salah a grandi ą Créteil et rźve de devenir avocate. Inscrite ą la grande université parisienne d'Assas, elle se confronte dčs le premier jour ą Pierre Mazard, professeur connu pour ses provocations et ses dérapages. Pierre lui reproche d'źtre arrivée en retard, ce que d'aucuns jugent raciste. Or l'échange a été filmé et diffusé sur Internet. La direction de l'université demande au professeur de se racheter. Pour ce faire, il devra préparer Neļla ą un prestigieux concours d'éloquence. A la fois cynique et exigeant, Pierre pourrait devenir le mentor dont elle a besoin. Encore faut-il qu'ils parviennent tous les deux ą dépasser les préjugés qu'ils entretiennent l'un contre l'autre...;Neļla Salah a grandi ą Créteil et rźve de devenir avocate. Inscrite ą la grande université parisienne d'Assas, elle se confronte dčs le premier jour ą Pierre Mazard, professeur connu pour ses provocations et ses dérapages. Pierre lui reproche d'źtre arrivée en retard, ce que d'aucuns jugent raciste. Or l'échange a été filmé et diffusé sur Internet. La direction de l'université demande au professeur de se racheter. Pour ce faire, il devra préparer Neļla ą un prestigieux concours d'éloquence. A la fois cynique et exigeant, Pierre pourrait devenir le mentor dont elle a besoin. Encore faut-il qu'ils parviennent tous les deux ą dépasser les préjugés qu'ils entretiennent l'un contre l'autre...;Yvan Attal;NULL;Daniel Auteuil, Camélia Jordana, Yasin Houicha, Nozha Khouadra, Nicolas Vaude, Jean-Baptiste Lafarge, Virgil Leclaire, Zohra Benali;2017;Chapter 2 / Moonshaker / Pathé / France 2 Cinéma / CN6 Productions / Nexus Factory / Umedia / uFund / Cofimage 28 / Canal+ / Ciné@ / France Télévisions;Victor Saint Macary, Yaėl Langmann, Yvan Attal, Noé Debré;Franēais;César 2018;France, Belgique;https://www.france.tv/films/films-comedie/1484495-le-brio.html;2025-02-24 22:40:00;2025-03-03 00:00:00;https://medias.france.tv/N6nHDA3B0tljHxiNotc1iYgzEQE/1800x0/filters:quality(85):format(webp)/o/c/v/php5s6vco.jpg
6969838;Les suffragettes;Angleterre, 1912. Maud, une jeune femme issue d'un milieu modeste travaillant dans une blanchisserie, se retrouve engagée dans le mouvement féministe des Suffragettes. Se rendant compte que les manifestations pacifiques ne mčnent ą rien, elle commence ą se radicaliser, quitte ą perdre son foyer, ses enfants ou mźme sa vie, dans son combat pour l'obtention du droit de vote des femmes.;Angleterre, 1912. Maud, une jeune femme issue d'un milieu modeste travaillant dans une blanchisserie, se retrouve engagée dans le mouvement féministe des Suffragettes. Se rendant compte que les manifestations pacifiques ne mčnent ą rien, elle commence ą se radicaliser, quitte ą perdre son foyer, ses enfants ou mźme sa vie, dans son combat pour l'obtention du droit de vote des femmes.;NULL;NULL;;NULL;NULL;;;;;https://www.france.tv/films/6969838-les-suffragettes.html;2025-03-06 06:00:00;2025-05-31 23:59:00;https://medias.france.tv/u5xcyyj7QIJFgl0mJ2qIgytvnI8/1800x0/filters:quality(85):format(webp)/8/d/d/f031466b6dc547368156138b4e6842b8b90965ad9ad7bad249d150a8f96d7dd8.jpg
389787;Les évadés;Andy Dufresne, accusé du meurtre de son épouse et de l'amant de celle-ci, est condamné ą la prison ą perpétuité. Voici ce vice-président d'un important établissement bancaire brutalement exposé ą la barbarie ą peine réglementée de l'univers carcéral. L'amitié d'un détenu, Red, le soutient tout d'abord avant qu'un conseil fiscal, donné au sadique chef des gardiens, Hadley, ne mette en lumičre ses capacités et ne lui vaille l'attention du directeur, Norton. Devenu bibliothécaire, Andy apprend ą lire aux détenus, participe ą leur réinsertion et donne un nouveau sens ą sa vie, non sans aider Norton ą gagner d'énormes sommes d'argent...;Andy Dufresne, accusé du meurtre de son épouse et de l'amant de celle-ci, est condamné ą la prison ą perpétuité. Voici ce vice-président d'un important établissement bancaire brutalement exposé ą la barbarie ą peine réglementée de l'univers carcéral. L'amitié d'un détenu, Red, le soutient tout d'abord avant qu'un conseil fiscal, donné au sadique chef des gardiens, Hadley, ne mette en lumičre ses capacités et ne lui vaille l'attention du directeur, Norton. Devenu bibliothécaire, Andy apprend ą lire aux détenus, participe ą leur réinsertion et donne un nouveau sens ą sa vie, non sans aider Norton ą gagner d'énormes sommes d'argent...;Frank Darabont;NULL;Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, Mark Rolston, James Whitmore;1994;Castle Rock Entertainment;Frank Darabont;Anglais;NULL;États-Unis d'Amérique;https://www.france.tv/films/films-drame/389787-les-evades.html;2025-02-28 23:25:00;2025-03-07 23:25:00;https://medias.france.tv/iNbpnBpPKteZkBo42dIN9j_VK-I/1800x0/filters:quality(85):format(webp)/x/d/s/phpw0tsdx.jpg
6909241;Le marchand de sable;Les nombreuses années en prison ont bouleversé le quotidien de Djo, qui se retrouve ą vivre chez sa mčre, avec sa fille. Travaillant en tant que livreur, les fins de mois sont compliquées pour lui et son enfant. Un jour, une tante démunie qui a fui le conflit ivoirien arrive chez lui, accompagnée de ses trois enfants. Djo parvient ą lui trouver un toit, mais trčs vite elle revient avec de plus en plus de réfugiés. Face ą cette situation, Djo décide de repasser de l'autre cōté de la barričre et profite de la précarité de ces hommes et ces femmes en monnayant leur recherche de logement...;Les nombreuses années en prison ont bouleversé le quotidien de Djo, qui se retrouve ą vivre chez sa mčre, avec sa fille. Travaillant en tant que livreur, les fins de mois sont compliquées pour lui et son enfant. Un jour, une tante démunie qui a fui le conflit ivoirien arrive chez lui, accompagnée de ses trois enfants. Djo parvient ą lui trouver un toit, mais trčs vite elle revient avec de plus en plus de réfugiés. Face ą cette situation, Djo décide de repasser de l'autre cōté de la barričre et profite de la précarité de ces hommes et ces femmes en monnayant leur recherche de logement...;Steve Achiepo;NULL;Moussa Mansaly, Aļssa Maļga, Ophélie Bau, Mamadou Minté, Benoīt Magimel, Mariama Gueye, Zélie Biyen, Anysha Nsa Zimbu;2022;Barney Production / The Jokers / The Jokers Films / France 2 Cinéma / Canal+ / Ciné+;Steve Achiepo, Romy Coccia di Ferro;Franēais;Namur International Festival of French-Speaking Film 2022;France;https://www.france.tv/films/films-drame/6909241-le-marchand-de-sable.html;2025-02-22 22:41:18;2025-03-01 22:41:18;https://medias.france.tv/S29Qy0CBttb9xmfLzeuzKlvKk5k/1800x0/filters:quality(85):format(webp)/g/d/h/phpxgchdg.jpg
6926932;Ernest et Célestine : Le voyage en Charabie;Catastrophe pour Ernest ! Son précieux violon a été abīmé et il ne voit aucune autre faēon de le réparer que de se rendre en Charabie, d'oł il est originaire. C'est donc avec son amie Célestine que l'ours musicien prend la route pour rejoindre cette lointaine contrée. Durant le trajet, Ernest décrit la Charabie comme un endroit vivant oł la musique résonne ą chaque coin de rue, ce qui réjouit fortement Célestine. Mais arrivé sur place, le duo comprend vite qu'une récente loi interdit formellement la moindre note sous peine de finir en prison. Furieux, Ernest décide de tenter de réparer cette injustice si profonde ą ses yeux...;Catastrophe pour Ernest ! Son précieux violon a été abīmé et il ne voit aucune autre faēon de le réparer que de se rendre en Charabie, d'oł il est originaire. C'est donc avec son amie Célestine que l'ours musicien prend la route pour rejoindre cette lointaine contrée. Durant le trajet, Ernest décrit la Charabie comme un endroit vivant oł la musique résonne ą chaque coin de rue, ce qui réjouit fortement Célestine. Mais arrivé sur place, le duo comprend vite qu'une récente loi interdit formellement la moindre note sous peine de finir en prison. Furieux, Ernest décide de tenter de réparer cette injustice si profonde ą ses yeux...;Julien Chheng, Jean-Christophe Roger;NULL;;2022;Folivari / Mélusine Productions / StudioCanal / France 3 Cinéma / Les Armateurs;Guillaume Mautalent, Sébastien Oursel, Jean Regnaud;Franēais;;France, Luxembourg;https://www.france.tv/films/films-comedie/6926932-ernest-et-celestine-le-voyage-en-charabie.html;2025-02-22 20:17:10;2025-03-01 20:17:10;https://medias.france.tv/nqRb16ndAnFUtuIWiWdNY93o9qU/1800x0/filters:quality(85):format(webp)/v/l/l/phpzrmllv.jpg
6868396;Titeuf, le film;C'est l'anniversaire de Nadia et la petite fille organise une fźte pour le célébrer. Titeuf, qui est complčtement transi d'amour pour elle, n'est pas invité. Abasourdi, le petit garēon ą la mčche blonde ne comprend pas et compte bien user de tous les stratagčmes, plus ou moins efficaces, qu'il pourra inventer pour inverser la situation. Mais la bonne volonté de Titeuf va vite źtre mise ą l'épreuve par un véritable séisme. Les adultes ne comprennent décidément rien ą la vie amoureuse de leurs rejetons, et les parents de Titeuf ont décidé qu'il devait aller voir sa grand-mčre ą la campagne mais aussi se rendre ą des séances chez un psy, sans compter les colloques de la cour d'école. Et l'anniversaire de Nadia dans tout ēa ?...;C'est l'anniversaire de Nadia et la petite fille organise une fźte pour le célébrer. Titeuf, qui est complčtement transi d'amour pour elle, n'est pas invité. Abasourdi, le petit garēon ą la mčche blonde ne comprend pas et compte bien user de tous les stratagčmes, plus ou moins efficaces, qu'il pourra inventer pour inverser la situation. Mais la bonne volonté de Titeuf va vite źtre mise ą l'épreuve par un véritable séisme. Les adultes ne comprennent décidément rien ą la vie amoureuse de leurs rejetons, et les parents de Titeuf ont décidé qu'il devait aller voir sa grand-mčre ą la campagne mais aussi se rendre ą des séances chez un psy, sans compter les colloques de la cour d'école. Et l'anniversaire de Nadia dans tout ēa ?...;Zep;NULL;Johnny Hallyday;2011;Moonscoop / Pathé / France 3 Cinéma / uFilm / Tax Shelter du Gouvernement Fédéral Belge / Umedia;Zep;Franēais;;France, Suisse, Belgique;https://www.france.tv/films/films-comedie/6868396-titeuf-le-film.html;2025-01-02 06:00:00;2025-04-01 23:59:00;https://medias.france.tv/oYMS_iZw8FQHgkRz-z2zzy0pJyU/1800x0/filters:quality(85):format(webp)/2/6/c/cdf501b585ea47ed874f0d98e9f0c19b30e3c5e9c509ddbf9704683790c3bc62.jpg
4580623;Les vétos;"<p>Dans une campagne recul&eacute;e, Nico et Michel sont les seuls v&eacute;t&eacute;rinaires sur des kilom&egrave;tres &agrave; la ronde. Nico se plie en quatre pour maintenir son activit&eacute; et sa vie familiale. Lorsque Michel, son associ&eacute;, lui annonce son d&eacute;part &agrave; la retraite, Nico est inquiet quant &agrave; l'avenir de sa clinique. La rel&egrave;ve s'incarne en la personne d'Alexandra, une jeune femme qui vient tout juste d'obtenir son dipl&ocirc;me. Pourtant originaire du coin, Alexandra ne pense pas fonder sa carri&egrave;re dans sa campagne natale. D'autant plus que cette nouvelle v&eacute;to ne fait pas l'unanimit&eacute;...</p>";"<p>Dans une campagne recul&eacute;e, Nico et Michel sont les seuls v&eacute;t&eacute;rinaires sur des kilom&egrave;tres &agrave; la ronde. Nico se plie en quatre pour maintenir son activit&eacute; et sa vie familiale. Lorsque Michel, son associ&eacute;, lui annonce son d&eacute;part &agrave; la retraite, Nico est inquiet quant &agrave; l'avenir de sa clinique. La rel&egrave;ve s'incarne en la personne d'Alexandra, une jeune femme qui vient tout juste d'obtenir son dipl&ocirc;me. Pourtant originaire du coin, Alexandra ne pense pas fonder sa carri&egrave;re dans sa campagne natale. D'autant plus que cette nouvelle v&eacute;to ne fait pas l'unanimit&eacute;...</p>";Julie Manoukian;NULL;Noémie Schmidt, Clovis Cornillac, Lilou Fogli, Carole Franck, Matthieu Sampeur, Juliane Lepoureau, Caroline Gaget, Christian Sinniger;2019;Les films du 24 / Les films du 24 / France 3 Cinéma / France 3 Cinéma / OCS / Cinémage 13 / France Télévisions / OCS / Cinémage 13 / France Télévisions;Julie Manoukian;Franēais;;France;https://www.france.tv/films/4580623-les-vetos.html;2025-02-23 22:37:54;2025-03-02 00:00:00;https://medias.france.tv/mgJrGT1DId0kzC7VHFPbluQoWj4/1800x0/filters:quality(85):format(webp)/w/t/t/phpbcgttw.jpg
